,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
239,Kirti_Kaushal1,"A budding poet, journalist and vigilant citizen! 
Learning to question... 
Gandhian! ✌",,184,2,168,1785,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
240,sansing740818,🙏🙏*ॐ सर्व मंगल मांगल्ये शिवे सर्वार्थ साधिके शरण्ये त्रयंबके गौरी नारायणी नमोस्तुते*॥🙏🙏,"Bangalore, India",2322,1571,104409,27,"BREAKING : 

Delhi Court refuses Former AAP Minister Satyender Jain's bail plea. 

#SatyendarJain #AAP","['SatyendarJain', 'AAP']"
241,Freedom24923499,INDIAN,,303,24,3293,1785,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
242,prabirrout1979,Logical indian.....Rt not endorsement,"Balasore,Orissa, India",781,25,4295,310,"The horrible conditions at Tihar Jail which is administered by @ArvindKejriwal Govt. This is Satyendra Jain, a Minister in Team Kejri, having a harrowing time in his Tihar Jail cell. #AAP ka ‘Delhi Model’ for doubters.
https://t.co/NnXT1LS3Fw",[]
243,RRnaidu0761,,,1714,434,90873,29,"Jail Minister Satyendra Jain getting foot massage in Tihar Jail, which is governed by Delhi government.

Arvind Kejriwal changed politics completely. https://t.co/W5xK9eUqOK",[]
244,SirAdilMallick,,Doha Qatar ,984,822,161879,629,"Arvind Kejriwal has reduced Tihar to a massage parlour. His jailed minister Satyendra Jain would get a masseur, who would, in violation of all jail rules, indulge the inmate, because of his proximity to the Delhi CM. Delhi Govt manages Tihar.

ये भ्रष्टाचारी राजनीति बदलने आए थे। https://t.co/8NgUlqDGFE",[]
245,LogicalEmotionl,"Stay Happy even if there are #wokes all around you.
RTs may or may not be endorsements.
All pics copyrights belong to their owners.",,143,84,7670,3929,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
246,shokeenfarmland,Owner shokeen farm lands mart pvt. Ltd. Delhi. Ex Vice President Bhudhijivi parkoshtha BJP Delhi pardesh & ExVP Nagar Nigam Shikshak Sangh MCTA,"New Delhi, India",1017,370,14232,3929,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
247,grajeshrao,"apolitical, love my country, clear opinion","New Delhi, India",195,56,623,4,"Satyender Jain enjoying ‘Mazaa’ instead of ‘Sazaa’, says BJP after “massage video” emerges from Tihar

Read @ANI Story | https://t.co/juagCDyAgk
#TiharJail #SatyendarJain #AAP #BJP #massage https://t.co/O1JR2rNioW",[]
248,Raj4BJP,RTs/Follows/Likes are NOT Endorsements.,"Burbank, CA",3082,1307,285659,1,4 time Cong MLA &amp; Son of Former CM Marri Shashidhar Reddy y’day met Amit Shah &amp; JP Nadda in Delhi. https://t.co/BSoGx6oJcs https://t.co/VqGvHPDrMB,[]
249,JaiJumlendra,"नैनं छिन्दन्ति शस्त्राणि नैनं दहति पावकः ।
 न चैनं क्लेदयन्त्यापो न शोषयति मारुतः ।।",वैकुंठ ,103,188,8783,443,"Delhi court directs Delhi police not to use third degree on Aftab..

Wow...it's all in the 'name' https://t.co/ElZMGDi9Oy",[]
250,Sumit82031172,Hindu,,252,61,3180,360,"Delhi CM Kejriwal is here &amp; saying that he'll make new Gujarat. During covid crisis, he couldn't fulfil oxygen requirement in Delhi, oxygen was taken from Gujarat. Let alone Gujarat, even Assam, Meghalaya people won't go to their Mohalla clinics:Assam CM HB Sarma in Surat (18.11) https://t.co/mH7r7tf5Qd",[]
251,manish_1101,"simply straightforward and apolitical, all views personal !","New Delhi, India",99,39,702,0,"@ArvindKejriwal @dtptraffic @TOIIndiaNews @htcity not sure what's the reason behind shifting the Delhi entry toll tax booth from a properly laid out DND booth to a congested point just at the border. Adding to chaos and rush, completely avoidable! https://t.co/3vpQCgC7hI",[]
252,ravishankar1910,"Cost Accountant Student, Dreamer, Amateur Badminton Player",,41,14,199,1409,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
253,gayenkunal,"Bharatiya. Sanātanī. Student of Literature, a dreamer.",ভারতবর্ষ,688,136,25069,1409,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
254,OpinionatedBong,Humanist.,Earth,1443,1173,96473,37,Exclusive : Delhi CM Arvind Ji Demanded that All Massage Centre should have Satyendra Jain Photos to Make India No. 1 https://t.co/NwTBdAoyPL,[]
255,RJ18_AALE,kisan putra...,,1534,454,73392,98,"I just want to ask you @ArvindKejriwal ji,

It's 11:30, as a female I'm walking alone on the roads in Gujarat, but when I asked about it to a friend in Delhi she says &amp;I quote ""I don't go out alone post 9, it's not safe""

So why don't do work on women's safety, where you ruling! https://t.co/rqzANr9Ddq",[]
256,Nykuttarkashi,An autonomous body under ministry of sports and youth affairs,"Uttarkashi,  उत्तराखंड ",683,978,36162,6,Delhi records season's coldest morning with minimum temperature at 9°C,[]
257,IndianRestCong,"Authentic news updates, interviews, web features and best practices from the domestic & international food business fraternity",,459,3055,10288,0,"Industry Speaks: Technologies Shaping the Future of Restaurants   

Date: 22nd Nov 2022 | Pullman, New Delhi

Link: https://t.co/5vAuqB7230

#IRC2022 #restaurants #foodstrends #beverages #chefs #leaders #industry #concepts https://t.co/LPbOp1sDTN","['IRC2022', 'restaurants', 'foodstrends', 'beverages', 'chefs', 'leaders', 'industry', 'concepts']"
258,DevanshSanatani,(धर्मों रक्षति रक्षितः), India,1018,228,6538,1409,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
259,nbhardwaj2009,,,1042,221,105421,1752,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal https://t.co/G2aF3QXF2t,[]
260,chandansingh972,,,581,91,26345,629,"Arvind Kejriwal has reduced Tihar to a massage parlour. His jailed minister Satyendra Jain would get a masseur, who would, in violation of all jail rules, indulge the inmate, because of his proximity to the Delhi CM. Delhi Govt manages Tihar.

ये भ्रष्टाचारी राजनीति बदलने आए थे। https://t.co/8NgUlqDGFE",[]
261,Bully_maguire99,,maharashtra,60,33,1339,1409,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
262,SmitDesai143,,,178,36,1458,0,@ImDeepakYdv @0iamNKohli @AmanChopra_ Tere jese anpadh log hi desh ko puche late he PRISONS is under DELHI GOVERNMENT police reports to HM there is a difference go google it if you want more facts,[]
263,_nayan31,"I love my Country n respest the real heroes (our Soldiers) .
JAI HIND",,94,30,7348,1409,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
264,Incognito_qfs,"Fact Checker Journalist for Jannat Times

Ask for donation and get blocked immediately.",Zimbabwe,3435,14676,25526,11,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail https://t.co/puwrBz0elF,[]
265,fight4URIndia,,Bangalore,3156,1446,380748,2,"@ExSecular AAP spokesperson : 
Jail administration under was under Stayendra Jain. He was only trying to demonstrate,how delhi jails are far ahead then the other jails is India.This is the delhi model we keep talking about.",[]
266,Nykuttarkashi,An autonomous body under ministry of sports and youth affairs,"Uttarkashi,  उत्तराखंड ",683,978,36162,4,"Do you know? 
Articles 29-30 of the Constitution provides Cultural and Educational rights. 
#constitutionday2022 
@YASMinistry  @Anurag_Office @Nyksindia @DMNewDelhi
@SantoshRai_IAS  @sanjayjavin @NisithPramanik @StateNyksDelhi @ssjoshi4 @NYKS_RD_Delhi @sanjayjavin @NITKM2021 https://t.co/LvlzWkC5Vk",['constitutionday2022']
267,DevangRana1292,"धर्मो रक्षति रक्षितः
जय श्री राम 🙏","Gujarat, India",2926,770,139601,106,"Shraddha murder case | The accused's flat in Chattarpur, Mehrauli has been closely inspected by Crime Team &amp; experts from FSL. Several combing operations are carried out at various places, including some forest areas, from where severed bones have been seized: Delhi Police https://t.co/G1LMUKIoF6",[]
268,lostCAstudent,Hii,,140,3,3606,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
269,ram_trivedi,,,57,11,2264,1752,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal https://t.co/G2aF3QXF2t,[]
270,JiteshS38249067,,,31,18,1639,18,2:30 AM…. New Delhi to New York…,[]
271,chandansingh972,,,581,91,26345,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
272,PoraPo4,"#medico 
#procastination
#boy with No aim",,49,34,80,3930,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
273,indersahota,"Bhartiya, Pro Environment, Pro Humanity, Anti Anti-nationals, Self Employed in Fitness Industry. Opinions are personal.",Bhopal (M.P),513,499,52567,76,"Delhi News - 4,000 volunteers including former MLAs from UP, Rajasthan, Haryana are being guided by Sunil Bansal to micromanage MCD campaign.",[]
274,Indiafi91194941,proud Indian...,,956,62,26037,1785,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
275,AshMytweets4,Staunch Nationalist | Political Enthusiastic | Movie Buff | Sports & Games Luver | Finance geek 🤓,,1724,98,12391,3930,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
276,NareshD43179999,,"New Delhi, India",246,55,7609,1752,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal https://t.co/G2aF3QXF2t,[]
277,Sumit82031172,Hindu,,252,61,3180,1752,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal https://t.co/G2aF3QXF2t,[]
278,ManishK83337725,God Bless 🇮🇳 | Engineer | Secular |,"Dehradun, India",652,70,9343,1785,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
279,SunilJaisawal8,Working with PTC India Limited as Asst. Vice President in Marketing group. Handling Medium and Long term contracts for purchase and sale of power.,"New Delhi, India",171,36,804,3930,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
280,lilhistorian16,"आदर्श वाक्य:  वीर भोग्या वसुंधरा,

युद्ध घोष: राजा राम चंद्र की जय। 

NYKS, Ministry of Youth affairs and Sports.
Alma mater : Sri Venkateswar College, DU.",,121,130,1977,6,"Early morning inspection of Dhaula Kuan Road Beautification Project being carried out by District Magistrate, New Delhi District and SDM Delhi Cantt.
@divisionalcomm3 @LtGovDelhi @CMODelhi @SantoshRai_IAS @NHAIINDIA @DelhiPwd https://t.co/6lmQBEo5eu",[]
281,jayminptl94,,"Ahmadabad City, India",155,8,1140,1752,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal https://t.co/G2aF3QXF2t,[]
282,Satsangi235,"IT Student , Farmer, Civil Servant Aspirant",Busy in Studies,682,77,5036,0,"@AmanChopra_ Every politician gets this type of treatment in jail , nothing new in it 
And Secondly who control the jail administration in Delhi ??
HMO , isn’t it ?",[]
283,mangellife29,"IF YOU DON'T STAND FOR SOMETHING YOU WILL FALL FOR ANYTHING,TAKE STAND FOR WHAT IS RIGHT  HELP OTHER'S  TO HELP YOUR SELF,WRONG IS WRONG IF EVERYONE IS DOING IT","New Delhi, Delhi",3519,7516,984009,27,@TweetInder @SamHarris2429 @shuchitasrivast @Trendsetting123 @SethLalits @Ajaykumar00009 @KJSingh12518759 @ronaldrajanna @priyankagandhi @fredhamilton @LambaAlka @RahulGandhi @pathan_neamath @SaddamSamsadINC @geetv79 @kukk44 @SujataIndia1st @psmanwatkar @priyapyadav18 @watdehel @PadmraniK @rkmarar9 @WeThePeople3009 @inbred_mind @Subytweets @ranjona @Malz59408224 @mrsinghCricUmp @Aakar__Patel @silvestercliff @terence_fdes @tjose66 @RaniPadmaK @09mitali @nandtara @Alwynmoras4870 @75 @PriyaaReturnz @ManojMehtamm @BN34772728 @Pawankhera @kap_bee @AliyaAbbas @NayakRagini @bhavi_kap @DevasisGuha @Stanalb @INCIndia @epawitter1 @sonali210g ‘My Head Hangs in Shame’: Delhi HC CJ Over Non-Payment of Compensation to Family of Men Who Died in Sewer https://t.co/2NEF1e55Zp,[]
284,Harshal_Tank,"Father, Husband, Traveler, OverClocker, Race Addict, Blood Donor and an Atheist. 


RTs are NOT Endorsement",Earth,786,292,72759,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
285,lockandkey61,Science!,,30,5,23,0,"@Bh1234Suman @Aga78917963 @Singh2639 @MNageswarRaoIPS Yes, lost temples of the north and mughals and Delhi sultanate and British rules were a lie.
The great satriyas and brahmins ensured we were not losers in wars and science",[]
286,ashish11312,son of god,,8,5,443,21,"#AAPExposed : Shameless &amp; Corrupt AAP Minister #SatyendarJain has been caught on camera getting 5 Star Treatment including full body massage in Tihar Jail

Tihar Jail Administration comes under Kejriwal Govt

Time has come to dismiss Delhi Govt immediately
https://t.co/qqkJWeAaB7","['AAPExposed', 'SatyendarJain']"
287,santoshs108,,,277,62,28822,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
288,PavanKu30992181,,,230,46,10318,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
289,simplboy8874,"KEEP Smiling Always 😁//
Beyourself//Retweet are not Endorsement।",India,135,96,14132,3930,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
290,Oye_kml,"🇮🇳 , Cricket 🏏",Devbhoomi ,192,972,28456,3930,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
291,SuryaKa1993,,Rajgangpur ,250,45,9121,72,"Video has come out of AAP minister Satyendra Jain enjoying foot massage inside Tihar jail

Today AAPians will try to spread rumor that Tihar jail is under Central govt

False!

Tihar jail is run by Dept of Prisons of Govt of Delhi!",[]
